batch_name,batch_id,cell_id,experiment,variant_id,revision_strategy,accepted_comparator_strategy,accepted_comparator_cell_id,anchor_id,stress_grid_class,city,scenario,time_slice,selector_role,weather_year,physical_condition_id,sentinel_id,sampling_frame,interpretation_scope,paperb_spatial_quantile,paperb_tail_threshold,paperb_asym_threshold,paperb_save_heat_c,paperb_save_cool_c,paperb_warm_protect_cool_c,paperb_cold_protect_heat_c,paperb_tighten_dwell_steps,paperb_relax_dwell_steps,paperb_pmv_threshold,paperb_signal_alpha,paperb_adaptive_rm_clamp_low_c,paperb_adaptive_rm_clamp_high_c,paperb_met,paperb_people_activity_w,controller_semantics,inference_preprocessing,sizing_contract,accepted_trace_rows,accepted_occupied_rows,accepted_occupied_hours,accepted_zone_count,accepted_timestep_hours,accepted_facility_electricity_j,accepted_facility_natural_gas_including_service_water_j,accepted_facility_electricity_kwh_delivered,accepted_facility_natural_gas_including_service_water_kwh_delivered,accepted_total_delivered_site_electricity_plus_facility_gas_kwh,accepted_occupied_mean_heating_setpoint_c,accepted_occupied_mean_cooling_setpoint_c,accepted_occupied_worst_zone_degree_hours_above_26c,accepted_occupied_worst_zone_degree_hours_above_26c_zone,accepted_occupied_worst_zone_degree_hours_above_28c,accepted_occupied_worst_zone_degree_hours_above_28c_zone,accepted_occupied_worst_zone_degree_hours_above_30c,accepted_occupied_worst_zone_degree_hours_above_30c_zone,accepted_occupied_worst_zone_degree_hours_below_18c,accepted_occupied_worst_zone_degree_hours_below_18c_zone,accepted_occupied_worst_zone_degree_hours_below_16c,accepted_occupied_worst_zone_degree_hours_below_16c_zone,accepted_controller_evaluated_rows,accepted_branch_relax_count,accepted_branch_warm_protection_count,accepted_branch_cold_protection_count,accepted_branch_risk_hold_count,accepted_outcome_applied_count,accepted_outcome_dwell_blocked_count,accepted_outcome_bound_saturated_count,accepted_outcome_hold_count,accepted_requested_warm_direction_count,accepted_requested_cold_direction_count,accepted_setpoint_moved_count,accepted_hold_guard_count,accepted_adaptive_running_mean_outside_10_to_33p5c_rows_occ,accepted_adaptive_running_mean_outside_10_to_33p5c_pct_occ,accepted_adaptive_running_mean_clamped_rows_occ,accepted_adaptive_running_mean_clamped_pct_occ,accepted_adaptive_running_mean_clamp_flag_present,revision_trace_rows,revision_occupied_rows,revision_occupied_hours,revision_zone_count,revision_timestep_hours,revision_facility_electricity_j,revision_facility_natural_gas_including_service_water_j,revision_facility_electricity_kwh_delivered,revision_facility_natural_gas_including_service_water_kwh_delivered,revision_total_delivered_site_electricity_plus_facility_gas_kwh,revision_occupied_mean_heating_setpoint_c,revision_occupied_mean_cooling_setpoint_c,revision_occupied_worst_zone_degree_hours_above_26c,revision_occupied_worst_zone_degree_hours_above_26c_zone,revision_occupied_worst_zone_degree_hours_above_28c,revision_occupied_worst_zone_degree_hours_above_28c_zone,revision_occupied_worst_zone_degree_hours_above_30c,revision_occupied_worst_zone_degree_hours_above_30c_zone,revision_occupied_worst_zone_degree_hours_below_18c,revision_occupied_worst_zone_degree_hours_below_18c_zone,revision_occupied_worst_zone_degree_hours_below_16c,revision_occupied_worst_zone_degree_hours_below_16c_zone,revision_controller_evaluated_rows,revision_branch_relax_count,revision_branch_warm_protection_count,revision_branch_cold_protection_count,revision_branch_risk_hold_count,revision_outcome_applied_count,revision_outcome_dwell_blocked_count,revision_outcome_bound_saturated_count,revision_outcome_hold_count,revision_requested_warm_direction_count,revision_requested_cold_direction_count,revision_setpoint_moved_count,revision_hold_guard_count,revision_adaptive_running_mean_outside_10_to_33p5c_rows_occ,revision_adaptive_running_mean_outside_10_to_33p5c_pct_occ,revision_adaptive_running_mean_clamped_rows_occ,revision_adaptive_running_mean_clamped_pct_occ,revision_adaptive_running_mean_clamp_flag_present,delta_facility_electricity_kwh_delivered,delta_facility_natural_gas_including_service_water_kwh_delivered,delta_total_delivered_site_electricity_plus_facility_gas_kwh,delta_occupied_worst_zone_degree_hours_above_26c,delta_occupied_worst_zone_degree_hours_above_28c,delta_occupied_worst_zone_degree_hours_above_30c,delta_occupied_worst_zone_degree_hours_below_18c,delta_occupied_worst_zone_degree_hours_below_16c,delta_occupied_mean_heating_setpoint_c,delta_occupied_mean_cooling_setpoint_c,delta_branch_relax_count,delta_branch_warm_protection_count,delta_branch_cold_protection_count,delta_branch_risk_hold_count,delta_outcome_applied_count,delta_outcome_dwell_blocked_count,delta_outcome_bound_saturated_count,delta_outcome_hold_count,delta_setpoint_moved_count,delta_hold_guard_count,delta_adaptive_running_mean_outside_10_to_33p5c_rows_occ,delta_adaptive_running_mean_outside_10_to_33p5c_pct_occ,delta_adaptive_running_mean_clamped_rows_occ,delta_adaptive_running_mean_clamped_pct_occ,delta_total_delivered_site_energy_pct_of_accepted
core,rev01_core64,REV01-C064-025,M2,rev01_p90_q075,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-028,beijing_ssp585_present_typical,present_typical,Beijing,ssp585,baseline_2020s,typical,2026,beijing|ssp585|baseline_2020s|2026,beijing_ssp585_present_typical,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.75,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1405372962588.3425,336468767550.19434,390381.37849676184,93463.546541720643,483844.92503848247,20.225292596780477,25.208533747442836,2114.8550810487386,perimeter_mid_zn_1,8.062753445823315,perimeter_top_zn_4,0,core_bottom,100.00052115553521,perimeter_bot_zn_1,22.895306725414311,perimeter_bot_zn_1,16704,10685,5616,403,0,2759,3561,10384,0,5616,403,2759,0,7026,42.061781609195407,0,0,False,35040,16704,4176,15,0.25,1393135819631.0112,347562498599.97711,386982.17211972532,96545.138499993642,483527.31061971898,20.060419659961685,25.530187380268199,2222.5473193324983,perimeter_mid_zn_1,8.1204731239348682,perimeter_top_zn_4,0,core_bottom,93.192775901180624,perimeter_bot_zn_1,21.008165097166732,perimeter_bot_zn_1,16704,12993,3613,98,0,2534,2206,11964,0,3613,98,2534,0,7026,42.061781609195407,0,0,True,-3399.2063770365203,3081.5919582729985,-317.61441876349272,107.69223828375971,0.057719678111553208,0,-6.807745254354586,-1.8871416282475799,-0.16487293681879223,0.32165363282536319,2308,-2003,-305,0,-225,-1355,1580,0,-225,0,0,0,0,0,-0.065643846267113656
core,rev01_core64,REV01-C064-026,M2,rev01_p90_q075,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-044,guangzhou_ssp585_present_typical,present_typical,Guangzhou,ssp585,baseline_2020s,typical,2025,guangzhou|ssp585|baseline_2020s|2025,guangzhou_ssp585_present_typical,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.75,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1762484152638.6426,105293162044.23643,489578.93128851184,29248.100567843456,518827.03185635532,20.047204262452109,25.9183279454023,5137.527074287681,perimeter_mid_zn_1,674.80222182353202,perimeter_mid_zn_1,12.335958350140285,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,16155,543,0,6,1350,382,14966,6,543,0,1350,6,536,3.2088122605363987,0,0,False,35040,16704,4176,15,0.25,1761456472519.9331,105826893385.6942,489293.46458887029,29396.359273803944,518689.82386267424,20.046934865900383,25.948769755747126,5158.4367247500395,perimeter_mid_zn_1,669.43790388617037,perimeter_mid_zn_1,10.099147647433954,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,16622,82,0,0,1106,51,15547,0,82,0,1106,0,536,3.2088122605363987,0,0,True,-285.46669964154717,148.25870596048844,-137.20799368107691,20.909650462358513,-5.3643179373616476,-2.2368107027063306,0,0,-0.00026939655172597554,0.030441810344825626,467,-461,0,-6,-244,-331,581,-6,-244,-6,0,0,0,0,-0.02644580664776636
core,rev01_core64,REV01-C064-027,M2,rev01_p90_q075,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-080,kolkata_ssp585_future_extreme,late_century_hot_extreme,Kolkata,ssp585,late_2080s,heatwave_extreme,2080,kolkata|ssp585|late_2080s|2080,kolkata_ssp585_future_extreme,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.75,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,2276159912202.1084,89033568706.948776,632266.64227836346,24731.546863041327,656998.18914140482,20.047024664750957,25.756914511494251,11053.947493384516,perimeter_mid_zn_1,4224.2538324502821,perimeter_mid_zn_1,896.40725665169407,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,14675,2013,1,15,2034,1363,13292,15,2013,1,2034,15,3129,18.732040229885058,0,0,False,35040,16704,4176,15,0.25,2274208714316.9395,89030199888.98291,631724.64286581648,24730.611080273029,656455.25394608954,20.046875,25.902478448275861,11038.839684580589,perimeter_mid_zn_1,4207.4634262836489,perimeter_mid_zn_1,884.96098087400378,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,16021,683,0,0,1430,460,14814,0,683,0,1430,0,3129,18.732040229885058,0,0,True,-541.99941254698206,-0.93578276829794049,-542.93519531528,-15.107808803926673,-16.790406166633147,-11.446275777690289,0,0,-0.00014966475095690157,0.14556393678160973,1346,-1330,-1,-15,-604,-903,1522,-15,-604,-15,0,0,0,0,-0.082638765873131625
core,rev01_core64,REV01-C064-028,M2,rev01_p90_q075,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-096,phoenix_ssp585_future_extreme,late_century_hot_extreme,Phoenix,ssp585,late_2080s,heatwave_extreme,2085,phoenix|ssp585|late_2080s|2085,phoenix_ssp585_future_extreme,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.75,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1950813321310.4031,91538649647.834839,541892.58925288974,25427.402679954121,567319.99193284381,20.047413793103448,25.892465876436781,8089.2502858511825,perimeter_bot_zn_1,2235.0735571443233,perimeter_bot_zn_1,448.2061497412281,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,15917,707,3,77,1438,477,14712,77,707,3,1438,77,6449,38.60751915708812,0,0,False,35040,16704,4176,15,0.25,1949163963119.2478,91508665834.389862,541434.43419979105,25419.073842886071,566853.50804267707,20.046875,25.949443247126435,8089.0981280518117,perimeter_bot_zn_1,2228.9696743200061,perimeter_bot_zn_1,442.43466068888108,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,16624,77,0,3,1096,51,15554,3,77,0,1096,3,6449,38.60751915708812,0,0,True,-458.15505309868604,-8.3288370680493244,-466.483890166739,-0.15215779937079787,-6.1038828243172247,-5.7714890523470217,0,0,-0.00053879310344839837,0.056977370689654805,707,-630,-3,-74,-342,-426,842,-74,-342,-74,0,0,0,0,-0.082225886060782211
core,rev01_core64,REV01-C064-029,M2,rev01_p90_q100,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-028,beijing_ssp585_present_typical,present_typical,Beijing,ssp585,baseline_2020s,typical,2026,beijing|ssp585|baseline_2020s|2026,beijing_ssp585_present_typical,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,1,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1405372962588.3425,336468767550.19434,390381.37849676184,93463.546541720643,483844.92503848247,20.225292596780477,25.208533747442836,2114.8550810487386,perimeter_mid_zn_1,8.062753445823315,perimeter_top_zn_4,0,core_bottom,100.00052115553521,perimeter_bot_zn_1,22.895306725414311,perimeter_bot_zn_1,16704,10685,5616,403,0,2759,3561,10384,0,5616,403,2759,0,7026,42.061781609195407,0,0,False,35040,16704,4176,15,0.25,1415280234555.7197,326323164022.90656,393133.39848769992,90645.323339696261,483778.72182739619,20.425371418510817,24.919942187166761,2069.3175898665813,perimeter_mid_zn_1,8.0448711882670025,perimeter_top_zn_4,0,core_bottom,102.94636286604624,perimeter_bot_zn_1,23.313490564053438,perimeter_bot_zn_1,16704,9367,7069,268,0,2609,4497,9598,0,7069,268,2609,0,7026,42.061781609195407,0,0,True,2752.0199909380754,-2818.2232020243828,-66.203211086278316,-45.537491182157282,-0.017882257556312453,0,2.9458417105110328,0.418183838639127,0.2000788217303402,-0.28859156027607469,-1318,1453,-135,0,-150,936,-786,0,-150,0,0,0,0,0,-0.013682733384257954
core,rev01_core64,REV01-C064-030,M2,rev01_p90_q100,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-044,guangzhou_ssp585_present_typical,present_typical,Guangzhou,ssp585,baseline_2020s,typical,2025,guangzhou|ssp585|baseline_2020s|2025,guangzhou_ssp585_present_typical,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,1,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1762484152638.6426,105293162044.23643,489578.93128851184,29248.100567843456,518827.03185635532,20.047204262452109,25.9183279454023,5137.527074287681,perimeter_mid_zn_1,674.80222182353202,perimeter_mid_zn_1,12.335958350140285,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,16155,543,0,6,1350,382,14966,6,543,0,1350,6,536,3.2088122605363987,0,0,False,35040,16704,4176,15,0.25,1764409202844.5369,104998819439.21909,490113.66745681578,29166.338733116412,519280.00618993217,20.051409841954023,25.866094947318008,5095.1179217112322,perimeter_mid_zn_1,677.08832046364091,perimeter_mid_zn_1,13.355083973371507,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,15491,1191,1,21,1667,855,14161,21,1191,1,1667,21,536,3.2088122605363987,0,0,True,534.73616830393439,-81.761834727043606,452.97433357685804,-42.409152576448832,2.2860986401088894,1.019125623231222,0,0,0.0042055795019138031,-0.052232998084292603,-664,648,1,15,317,473,-805,15,317,15,0,0,0,0,0.087307388737268121
core,rev01_core64,REV01-C064-031,M2,rev01_p90_q100,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-080,kolkata_ssp585_future_extreme,late_century_hot_extreme,Kolkata,ssp585,late_2080s,heatwave_extreme,2080,kolkata|ssp585|late_2080s|2080,kolkata_ssp585_future_extreme,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,1,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,2276159912202.1084,89033568706.948776,632266.64227836346,24731.546863041327,656998.18914140482,20.047024664750957,25.756914511494251,11053.947493384516,perimeter_mid_zn_1,4224.2538324502821,perimeter_mid_zn_1,896.40725665169407,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,14675,2013,1,15,2034,1363,13292,15,2013,1,2034,15,3129,18.732040229885058,0,0,False,35040,16704,4176,15,0.25,2278358359308.5166,89033826616.329254,632877.32203014346,24731.618504535905,657608.94053467934,20.050077825670499,25.662984913793103,11057.783863528635,perimeter_mid_zn_1,4233.9023873873439,perimeter_mid_zn_1,900.6888243733938,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,13611,2976,13,104,2482,1917,12201,104,2976,13,2482,104,3129,18.732040229885058,0,0,True,610.67975178000052,0.071641494578216225,610.75139327452052,3.836370144119428,9.6485549370618173,4.2815677216997301,0,0,0.0030531609195421083,-0.093929597701148282,-1064,963,12,89,448,554,-1091,89,448,89,0,0,0,0,0.092960894469538535
core,rev01_core64,REV01-C064-032,M2,rev01_p90_q100,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-096,phoenix_ssp585_future_extreme,late_century_hot_extreme,Phoenix,ssp585,late_2080s,heatwave_extreme,2085,phoenix|ssp585|late_2080s|2085,phoenix_ssp585_future_extreme,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,1,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1950813321310.4031,91538649647.834839,541892.58925288974,25427.402679954121,567319.99193284381,20.047413793103448,25.892465876436781,8089.2502858511825,perimeter_bot_zn_1,2235.0735571443233,perimeter_bot_zn_1,448.2061497412281,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,15917,707,3,77,1438,477,14712,77,707,3,1438,77,6449,38.60751915708812,0,0,False,35040,16704,4176,15,0.25,1953221502171.9097,91573853730.032394,542561.52838108607,25437.181591675664,567998.70997276169,20.050047892720308,25.848778735632184,8087.5723558564177,perimeter_bot_zn_1,2243.8301156430657,perimeter_bot_zn_1,453.4210590176292,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,15243,1269,18,174,1775,832,13923,174,1269,18,1775,174,6449,38.60751915708812,0,0,True,668.9391281963326,9.7789117215434089,678.71803991787601,-1.6779299947647814,8.756558498742379,5.2149092764011016,0,0,0.0026340996168592312,-0.04368714080459668,-674,562,15,97,337,355,-789,97,337,97,0,0,0,0,0.11963584036682756
core,rev01_core64,REV01-C064-061,M3,rev01_p90_signal_a000,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-028,beijing_ssp585_present_typical,present_typical,Beijing,ssp585,baseline_2020s,typical,2026,beijing|ssp585|baseline_2020s|2026,beijing_ssp585_present_typical,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,0,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1405372962588.3425,336468767550.19434,390381.37849676184,93463.546541720643,483844.92503848247,20.225292596780477,25.208533747442836,2114.8550810487386,perimeter_mid_zn_1,8.062753445823315,perimeter_top_zn_4,0,core_bottom,100.00052115553521,perimeter_bot_zn_1,22.895306725414311,perimeter_bot_zn_1,16704,10685,5616,403,0,2759,3561,10384,0,5616,403,2759,0,7026,42.061781609195407,0,0,False,35040,16704,4176,15,0.25,1378341155457.3027,363345604517.9248,382872.54318258411,100929.33458831244,483801.87777089654,20.046875,25.953125,2763.3948208036186,perimeter_mid_zn_1,8.1890388726310306,perimeter_top_zn_4,0,core_bottom,84.32560133009855,perimeter_bot_zn_1,19.929303497012036,perimeter_bot_zn_1,16704,16704,0,0,0,1044,0,15660,0,0,0,1044,0,7026,42.061781609195407,0,0,True,-7508.8353141777334,7465.7880465917988,-43.047267585934605,648.53973975487997,0.1262854268077156,0,-15.67491982543666,-2.9660032284022755,-0.17841759678047708,0.7445912525571643,6019,-5616,-403,0,-1715,-3561,5276,0,-1715,0,0,0,0,0,-0.0088969141471331656
core,rev01_core64,REV01-C064-062,M3,rev01_p90_signal_a000,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-044,guangzhou_ssp585_present_typical,present_typical,Guangzhou,ssp585,baseline_2020s,typical,2025,guangzhou|ssp585|baseline_2020s|2025,guangzhou_ssp585_present_typical,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,0,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1762484152638.6426,105293162044.23643,489578.93128851184,29248.100567843456,518827.03185635532,20.047204262452109,25.9183279454023,5137.527074287681,perimeter_mid_zn_1,674.80222182353202,perimeter_mid_zn_1,12.335958350140285,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,16155,543,0,6,1350,382,14966,6,543,0,1350,6,536,3.2088122605363987,0,0,False,35040,16704,4176,15,0.25,1761405202411.5454,105969624475.03168,489279.22289209598,29436.00679861991,518715.2296907159,20.046875,25.953125,5163.3176507546095,perimeter_mid_zn_1,669.50160242671666,perimeter_mid_zn_1,10.047621892561232,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,16704,0,0,0,1044,0,15660,0,0,0,1044,0,536,3.2088122605363987,0,0,True,-299.70839641586645,187.90623077645432,-111.80216563941212,25.790576466928542,-5.3006193968153639,-2.288336457579053,0,0,-0.00032926245210873617,0.034797054597699884,549,-543,0,-6,-306,-382,694,-6,-306,-6,0,0,0,0,-0.021549024776019408
core,rev01_core64,REV01-C064-063,M3,rev01_p90_signal_a000,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-080,kolkata_ssp585_future_extreme,late_century_hot_extreme,Kolkata,ssp585,late_2080s,heatwave_extreme,2080,kolkata|ssp585|late_2080s|2080,kolkata_ssp585_future_extreme,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,0,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,2276159912202.1084,89033568706.948776,632266.64227836346,24731.546863041327,656998.18914140482,20.047024664750957,25.756914511494251,11053.947493384516,perimeter_mid_zn_1,4224.2538324502821,perimeter_mid_zn_1,896.40725665169407,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,14675,2013,1,15,2034,1363,13292,15,2013,1,2034,15,3129,18.732040229885058,0,0,False,35040,16704,4176,15,0.25,2274208664914.0029,89030200123.353271,631724.62914277858,24730.611145375908,656455.24028815445,20.046875,25.953125,11038.839399421186,perimeter_mid_zn_1,4207.4632841022794,perimeter_mid_zn_1,884.96097955991661,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,16704,0,0,0,1044,0,15660,0,0,0,1044,0,3129,18.732040229885058,0,0,True,-542.01313558488619,-0.93571766541936086,-542.94885325036012,-15.108093963330248,-16.790548348002631,-11.446277091777461,0,0,-0.00014966475095690157,0.19621048850574851,2029,-2013,-1,-15,-990,-1363,2368,-15,-990,-15,0,0,0,0,-0.082640844712206965
core,rev01_core64,REV01-C064-064,M3,rev01_p90_signal_a000,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-096,phoenix_ssp585_future_extreme,late_century_hot_extreme,Phoenix,ssp585,late_2080s,heatwave_extreme,2085,phoenix|ssp585|late_2080s|2085,phoenix_ssp585_future_extreme,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,0,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1950813321310.4031,91538649647.834839,541892.58925288974,25427.402679954121,567319.99193284381,20.047413793103448,25.892465876436781,8089.2502858511825,perimeter_bot_zn_1,2235.0735571443233,perimeter_bot_zn_1,448.2061497412281,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,15917,707,3,77,1438,477,14712,77,707,3,1438,77,6449,38.60751915708812,0,0,False,35040,16704,4176,15,0.25,1949153766044.4429,91508385331.895981,541431.60167901195,25418.995925526662,566850.59760453866,20.046875,25.953125,8089.1296416918967,perimeter_bot_zn_1,2228.8810263650398,perimeter_bot_zn_1,442.4313976950852,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,16704,0,0,0,1044,0,15660,0,0,0,1044,0,6449,38.60751915708812,0,0,True,-460.98757387779187,-8.4067544274585089,-469.39432830514852,-0.12064415928580274,-6.1925307792835156,-5.7747520461429076,0,0,-0.00053879310344839837,0.060659123563219453,787,-707,-3,-77,-394,-477,948,-77,-394,-77,0,0,0,0,-0.082738901321974354
core,rev01_core64,REV01-C064-057,M3,rev01_p90_signal_a050,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-028,beijing_ssp585_present_typical,present_typical,Beijing,ssp585,baseline_2020s,typical,2026,beijing|ssp585|baseline_2020s|2026,beijing_ssp585_present_typical,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,0.5,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1405372962588.3425,336468767550.19434,390381.37849676184,93463.546541720643,483844.92503848247,20.225292596780477,25.208533747442836,2114.8550810487386,perimeter_mid_zn_1,8.062753445823315,perimeter_top_zn_4,0,core_bottom,100.00052115553521,perimeter_bot_zn_1,22.895306725414311,perimeter_bot_zn_1,16704,10685,5616,403,0,2759,3561,10384,0,5616,403,2759,0,7026,42.061781609195407,0,0,False,35040,16704,4176,15,0.25,1379458546423.9736,361537004149.69995,383182.92956221488,100426.94559713888,483609.87515935377,20.047713122605366,25.901236230842912,2711.3278187209498,perimeter_mid_zn_1,8.1887439445908203,perimeter_top_zn_4,0,core_bottom,89.647833644412387,perimeter_bot_zn_1,21.810039270712721,perimeter_bot_zn_1,16704,16025,679,0,0,1419,487,14798,0,679,0,1419,0,7026,42.061781609195407,0,0,True,-7198.4489345469628,6963.3990554182383,-235.04987912869547,596.47273767221122,0.12599049876750534,0,-10.352687511122824,-1.0852674547015901,-0.17757947417511133,0.69270248340007612,5340,-4937,-403,0,-1340,-3074,4414,0,-1340,0,0,0,0,0,-0.048579589650547816
